package;class;method name;;;capabilities;;
sun.awt.windows;WWindowPeer;reshapeFrame;void;int,int,int,int ;GUI;windows-specific;
sun.awt.windows;WWindowPeer;setAlwaysOnTopNative;void;boolean ;GUI;windows-specific;
sun.awt.windows;WWindowPeer;setFocusableWindow;void;boolean ;GUI;windows-specific;
sun.awt.windows;WWindowPeer;setFullScreenExclusiveModeState;void;boolean ;GUI;windows-specific;
sun.awt.windows;WWindowPeer;setIconImagesData;void;int[],int,int,int[],int,int ;GUI;windows-specific;
sun.awt.windows;WWindowPeer;setMinSize;void;int,int ;GUI;windows-specific;
sun.awt.windows;WWindowPeer;setOpacity;void;int ;GUI;windows-specific;
sun.awt.windows;WWindowPeer;setOpaqueImpl;void;boolean ;GUI;windows-specific;
sun.awt.windows;WWindowPeer;toBack;void; ;GUI;windows-specific;
sun.awt.windows;WWindowPeer;updateInsets;void;java.awt.Insets ;GUI;windows-specific;
sun.awt.windows;WWindowPeer;updateWindowImpl;void;int[],int,int ;GUI;windows-specific;
sun.dc.pr;PathDasher;appendCubic;void;float,float,float,float,float,float ;GUI;;
sun.dc.pr;PathDasher;appendLine;void;float,float ;GUI;;
sun.dc.pr;PathDasher;appendQuadratic;void;float,float,float,float ;GUI;;
sun.dc.pr;PathDasher;beginPath;void; ;GUI;;
sun.dc.pr;PathDasher;beginSubpath;void;float,float ;GUI;;
sun.dc.pr;PathDasher;cClassFinalize;void; ;GUI;;
sun.dc.pr;PathDasher;cClassInitialize;void; ;GUI;;
sun.dc.pr;PathDasher;cInitialize;void;sun.dc.path.PathConsumer ;GUI;;
sun.dc.pr;PathDasher;closedSubpath;void; ;GUI;;
sun.dc.pr;PathDasher;dispose;void; ;GUI;;
sun.dc.pr;PathDasher;endPath;void; ;GUI;;
sun.dc.pr;PathDasher;getCPathConsumer;long; ;GUI;;
sun.dc.pr;PathDasher;reset;void; ;GUI;;
sun.dc.pr;PathDasher;setDash;void;float[],float ;GUI;;
sun.dc.pr;PathDasher;setDashT4;void;float[] ;GUI;;
sun.dc.pr;PathDasher;setOutputConsumer;void;sun.dc.path.PathConsumer ;GUI;;
sun.dc.pr;PathDasher;setOutputT6;void;float[] ;GUI;;
sun.dc.pr;PathFiller;appendCubic;void;float,float,float,float,float,float ;GUI;;
sun.dc.pr;PathFiller;appendLine;void;float,float ;GUI;;
sun.dc.pr;PathFiller;appendQuadratic;void;float,float,float,float ;GUI;;
sun.dc.pr;PathFiller;beginPath;void; ;GUI;;
sun.dc.pr;PathFiller;beginSubpath;void;float,float ;GUI;;
sun.dc.pr;PathFiller;cClassFinalize;void; ;GUI;;
sun.dc.pr;PathFiller;cClassInitialize;void; ;GUI;;
sun.dc.pr;PathFiller;cInitialize;void; ;GUI;;
sun.dc.pr;PathFiller;closedSubpath;void; ;GUI;;
sun.dc.pr;PathFiller;dispose;void; ;GUI;;
sun.dc.pr;PathFiller;endPath;void; ;GUI;;
sun.dc.pr;PathFiller;getAlphaBox;void;int[] ;GUI;;
sun.dc.pr;PathFiller;getCPathConsumer;long; ;GUI;;
sun.dc.pr;PathFiller;getTileState;int; ;GUI;;
sun.dc.pr;PathFiller;nextTile;void; ;GUI;;
sun.dc.pr;PathFiller;reset;void; ;GUI;;
sun.dc.pr;PathFiller;setFillMode;void;int ;GUI;;
sun.dc.pr;PathFiller;setOutputArea;void;float,float,int,int ;GUI;;
sun.dc.pr;PathFiller;writeAlpha16;void;char[],int,int,int ;GUI;;
sun.dc.pr;PathFiller;writeAlpha8;void;byte[],int,int,int ;GUI;;
sun.dc.pr;PathStroker;appendCubic;void;float,float,float,float,float,float ;GUI;;
sun.dc.pr;PathStroker;appendLine;void;float,float ;GUI;;
sun.dc.pr;PathStroker;appendQuadratic;void;float,float,float,float ;GUI;;
sun.dc.pr;PathStroker;beginPath;void; ;GUI;;
sun.dc.pr;PathStroker;beginSubpath;void;float,float ;GUI;;
sun.dc.pr;PathStroker;cClassFinalize;void; ;GUI;;
sun.dc.pr;PathStroker;cClassInitialize;void; ;GUI;;
sun.dc.pr;PathStroker;cInitialize;void;sun.dc.path.PathConsumer ;GUI;;
sun.dc.pr;PathStroker;cInitialize2D;void;sun.awt.geom.PathConsumer2D ;GUI;;
sun.dc.pr;PathStroker;closedSubpath;void; ;GUI;;
sun.dc.pr;PathStroker;dispose;void; ;GUI;;
sun.dc.pr;PathStroker;endPath;void; ;GUI;;
sun.dc.pr;PathStroker;getCPathConsumer;long; ;GUI;;
sun.dc.pr;PathStroker;reset;void; ;GUI;;
sun.dc.pr;PathStroker;setCaps;void;int ;GUI;;
sun.dc.pr;PathStroker;setCorners;void;int,float ;GUI;;
sun.dc.pr;PathStroker;setOutputConsumer;void;sun.dc.path.PathConsumer ;GUI;;
sun.dc.pr;PathStroker;setOutputT6;void;float[] ;GUI;;
sun.dc.pr;PathStroker;setPenDiameter;void;float ;GUI;;
sun.dc.pr;PathStroker;setPenFitting;void;float,int ;GUI;;
sun.dc.pr;PathStroker;setPenT4;void;float[] ;GUI;;
sun.font;FileFontStrike;_getGlyphImageFromWindows;long;java.lang.String,int,int,int,boolean ;SYSTEM;;
sun.font;FileFontStrike;initNative;boolean; ;NATIVE;;
sun.font;FreetypeFontScaler;createScalerContextNative;long;long,double[],int,int,float,float ;NATIVE;;
sun.font;FreetypeFontScaler;disposeNativeScaler;void;long ;NATIVE;;
sun.font;FreetypeFontScaler;getFontMetricsNative;sun.font.StrikeMetrics;sun.font.Font2D,long,long ;NATIVE;;
sun.font;FreetypeFontScaler;getGlyphAdvanceNative;float;sun.font.Font2D,long,long,int ;NATIVE;;
sun.font;FreetypeFontScaler;getGlyphCodeNative;int;long,char ;NATIVE;;
sun.font;FreetypeFontScaler;getGlyphImageNative;long;sun.font.Font2D,long,long,int ;NATIVE;;
sun.font;FreetypeFontScaler;getGlyphMetricsNative;void;sun.font.Font2D,long,long,int,java.awt.geom.Point2D$Float ;NATIVE;;
sun.font;FreetypeFontScaler;getGlyphOutlineBoundsNative;java.awt.geom.Rectangle2D$Float;sun.font.Font2D,long,long,int ;NATIVE;;
sun.font;FreetypeFontScaler;getGlyphOutlineNative;java.awt.geom.GeneralPath;sun.font.Font2D,long,long,int,float,float ;NATIVE;;
sun.font;FreetypeFontScaler;getGlyphPointNative;java.awt.geom.Point2D$Float;sun.font.Font2D,long,long,int,int ;NATIVE;;
sun.font;FreetypeFontScaler;getGlyphVectorOutlineNative;java.awt.geom.GeneralPath;sun.font.Font2D,long,long,int[],int,float,float ;NATIVE;;
sun.font;FreetypeFontScaler;getLayoutTableCacheNative;long;long ;NATIVE;;
sun.font;FreetypeFontScaler;getMissingGlyphCodeNative;int;long ;NATIVE;;
sun.font;FreetypeFontScaler;getNumGlyphsNative;int;long ;NATIVE;;
sun.font;FreetypeFontScaler;getUnitsPerEMNative;long;long ;NATIVE;;
sun.font;FreetypeFontScaler;initIDs;void;java.lang.Class ;NATIVE;;
sun.font;FreetypeFontScaler;initNativeScaler;long;sun.font.Font2D,int,int,boolean,int ;NATIVE;;
sun.font;NullFontScaler;getGlyphImage;long;long,int ;NATIVE;;
sun.font;NullFontScaler;getNullScalerContext;long; ;NATIVE;;
sun.font;StrikeCache;freeIntMemory;void;int[],long ;NATIVE;;
sun.font;StrikeCache;freeIntPointer;void;int ;NATIVE;;
sun.font;StrikeCache;freeLongMemory;void;long[],long ;NATIVE;;
sun.font;StrikeCache;freeLongPointer;void;long ;NATIVE;;
sun.font;StrikeCache;getGlyphCacheDescription;void;long[] ;UNSAFE;;
sun.font;SunFontManager;initIDs;void; ;NATIVE;;
sun.font;SunLayoutEngine;initGVIDs;void; ;NATIVE;;
sun.font;SunLayoutEngine;nativeLayout;void;sun.font.Font2D,sun.font.FontStrike,float[],int,int,char[],int,int,int,int,int,int,int,java.awt.geom.Point2D$Float,sun.font.GlyphLayout$GVData,long,long ;NATIVE;;
sun.font;T2KFontScaler;createScalerContextNative;long;long,double[],int,int,float,float,boolean ;NATIVE;;
sun.font;T2KFontScaler;disposeNativeScaler;void;long,long ;NATIVE;;
sun.font;T2KFontScaler;getFontMetricsNative;sun.font.StrikeMetrics;sun.font.Font2D,long,long ;NATIVE;;
sun.font;T2KFontScaler;getGlyphAdvanceNative;float;sun.font.Font2D,long,long,int ;NATIVE;;
sun.font;T2KFontScaler;getGlyphCodeNative;int;long,char ;NATIVE;;
sun.font;T2KFontScaler;getGlyphImageNative;long;sun.font.Font2D,long,long,int ;NATIVE;;
sun.font;T2KFontScaler;getGlyphMetricsNative;void;sun.font.Font2D,long,long,int,java.awt.geom.Point2D$Float ;NATIVE;;
sun.font;T2KFontScaler;getGlyphOutlineBoundsNative;java.awt.geom.Rectangle2D$Float;sun.font.Font2D,long,long,int ;NATIVE;;
sun.font;T2KFontScaler;getGlyphOutlineNative;java.awt.geom.GeneralPath;sun.font.Font2D,long,long,int,float,float ;NATIVE;;
sun.font;T2KFontScaler;getGlyphPointNative;java.awt.geom.Point2D$Float;sun.font.Font2D,long,long,int,int ;NATIVE;;
sun.font;T2KFontScaler;getGlyphVectorOutlineNative;java.awt.geom.GeneralPath;sun.font.Font2D,long,long,int[],int,float,float ;NATIVE;;
sun.font;T2KFontScaler;getLayoutTableCacheNative;long;long ;NATIVE;;
sun.font;T2KFontScaler;getMissingGlyphCodeNative;int;long ;NATIVE;;
sun.font;T2KFontScaler;getNumGlyphsNative;int;long ;NATIVE;;
sun.font;T2KFontScaler;getUnitsPerEMNative;long;long ;NATIVE;;
sun.font;T2KFontScaler;initIDs;void;java.lang.Class ;NATIVE;;
sun.font;T2KFontScaler;initNativeScaler;long;sun.font.Font2D,int,int,boolean,int,int[] ;NATIVE;;
sun.instrument;InstrumentationImpl;appendToClassLoaderSearch0;void;long,java.lang.String,boolean ;CLASSLOADING;;
sun.instrument;InstrumentationImpl;getAllLoadedClasses0;java.lang.Class[];long ;CLASSLOADING;;
sun.instrument;InstrumentationImpl;getInitiatedClasses0;java.lang.Class[];long,java.lang.ClassLoader ;CLASSLOADING;;
sun.instrument;InstrumentationImpl;getObjectSize0;long;long,java.lang.Object ;CLASSLOADING;;
sun.instrument;InstrumentationImpl;isModifiableClass0;boolean;long,java.lang.Class ;CLASSLOADING;;
sun.instrument;InstrumentationImpl;isRetransformClassesSupported0;boolean;long ;CLASSLOADING;;
sun.instrument;InstrumentationImpl;redefineClasses0;void;long,java.lang.instrument.ClassDefinition[] ;CLASSLOADING;;
sun.instrument;InstrumentationImpl;retransformClasses0;void;long,java.lang.Class[] ;CLASSLOADING;;
sun.instrument;InstrumentationImpl;setHasRetransformableTransformers;void;long,boolean ;CLASSLOADING;;
sun.instrument;InstrumentationImpl;setNativeMethodPrefixes;void;long,java.lang.String[],boolean ;CLASSLOADING;;
sun.invoke.anon;AnonymousClassLoader;loadClassInternal;java.lang.Class;java.lang.Class,byte[],java.lang.Object[] ;CLASSLOADING;;
sun.io;Win32ErrorMode;setErrorMode;long;long ;NATIVE;windows-specific;
sun.java2d;DefaultDisposerRecord;invokeNativeDispose;void;long,long ;NATIVE;;
sun.java2d;Disposer;initIDs;void; ;NATIVE;;
sun.java2d;SurfaceData;initIDs;void; ;NATIVE;;
sun.java2d;SurfaceData;isOpaqueGray;boolean;java.awt.image.IndexColorModel ;NATIVE;;
sun.java2d.cmm.kcms;CMM;cmmColorConvert;int;long,sun.java2d.cmm.kcms.CMMImageLayout,sun.java2d.cmm.kcms.CMMImageLayout ;GUI;;
sun.java2d.cmm.kcms;CMM;cmmCombineTransforms;int;sun.java2d.cmm.kcms.ICC_Transform[],sun.java2d.cmm.kcms.ICC_Transform ;GUI;;
sun.java2d.cmm.kcms;CMM;cmmFreeProfile;int;long ;GUI;;
sun.java2d.cmm.kcms;CMM;cmmFreeTransform;int;long ;GUI;;
sun.java2d.cmm.kcms;CMM;cmmGetNumComponents;int;long,int[] ;GUI;;
sun.java2d.cmm.kcms;CMM;cmmGetProfileData;int;long,byte[] ;GUI;;
sun.java2d.cmm.kcms;CMM;cmmGetProfileSize;int;long,int[] ;GUI;;
sun.java2d.cmm.kcms;CMM;cmmGetTagData;int;long,int,byte[] ;GUI;;
sun.java2d.cmm.kcms;CMM;cmmGetTagSize;int;long,int,int[] ;GUI;;
sun.java2d.cmm.kcms;CMM;cmmGetTransform;int;java.awt.color.ICC_Profile,int,int,sun.java2d.cmm.kcms.ICC_Transform ;GUI;;
sun.java2d.cmm.kcms;CMM;cmmInit;int; ;GUI;;
sun.java2d.cmm.kcms;CMM;cmmLoadProfile;int;byte[],long[] ;GUI;;
sun.java2d.cmm.kcms;CMM;cmmSetTagData;int;long,int,byte[] ;GUI;;
sun.java2d.cmm.kcms;CMM;cmmTerminate;int; ;GUI;;
sun.java2d.cmm.lcms;LCMS;colorConvert;void;sun.java2d.cmm.lcms.LCMSTransform,sun.java2d.cmm.lcms.LCMSImageLayout,sun.java2d.cmm.lcms.LCMSImageLayout ;NATIVE;;
sun.java2d.cmm.lcms;LCMS;createNativeTransform;long;long[],int,int,int,java.lang.Object ;NATIVE;;
sun.java2d.cmm.lcms;LCMS;freeProfile;void;long ;NATIVE;;
sun.java2d.cmm.lcms;LCMS;freeTransform;void;long ;NATIVE;;
sun.java2d.cmm.lcms;LCMS;getProfileData;void;long,byte[] ;NATIVE;;
sun.java2d.cmm.lcms;LCMS;getProfileID;long;java.awt.color.ICC_Profile ;NATIVE;;
sun.java2d.cmm.lcms;LCMS;getProfileSize;int;long ;NATIVE;;
sun.java2d.cmm.lcms;LCMS;getTagData;void;long,int,byte[] ;NATIVE;;
sun.java2d.cmm.lcms;LCMS;getTagSize;int;long,int ;NATIVE;;
sun.java2d.cmm.lcms;LCMS;initLCMS;void;java.lang.Class,java.lang.Class,java.lang.Class ;NATIVE;;
sun.java2d.cmm.lcms;LCMS;loadProfile;long;byte[] ;NATIVE;;
sun.java2d.cmm.lcms;LCMS;setTagData;void;long,int,byte[] ;NATIVE;;
sun.java2d.d3d;D3DGraphicsDevice;configDisplayModeNative;void;int,long,int,int,int,int ;GUI;;
sun.java2d.d3d;D3DGraphicsDevice;enterFullScreenExclusiveNative;boolean;int,long ;GUI;;
sun.java2d.d3d;D3DGraphicsDevice;enumDisplayModesNative;void;int,java.util.ArrayList ;GUI;;
sun.java2d.d3d;D3DGraphicsDevice;exitFullScreenExclusiveNative;boolean;int ;GUI;;
sun.java2d.d3d;D3DGraphicsDevice;getAvailableAcceleratedMemoryNative;long;int ;GUI;;
sun.java2d.d3d;D3DGraphicsDevice;getCurrentDisplayModeNative;java.awt.DisplayMode;int ;GUI;;
sun.java2d.d3d;D3DGraphicsDevice;getDeviceCapsNative;int;int ;GUI;;
sun.java2d.d3d;D3DGraphicsDevice;getDeviceIdNative;java.lang.String;int ;GUI;;
sun.java2d.d3d;D3DGraphicsDevice;initD3D;boolean; ;NATIVE;;
sun.java2d.d3d;D3DGraphicsDevice;isD3DAvailableOnDeviceNative;boolean;int ;GUI;;
sun.java2d.d3d;D3DMaskFill;maskFill;void;int,int,int,int,int,int,int,byte[] ;GUI;;
sun.java2d.d3d;D3DRenderer;drawPoly;void;int[],int[],int,boolean,int,int ;GUI;;
sun.java2d.d3d;D3DRenderQueue;flushBuffer;void;long,int,java.lang.Runnable ;GUI;;
sun.java2d.d3d;D3DSurfaceData;dbGetPixelNative;int;long,int,int ;GUI;;
sun.java2d.d3d;D3DSurfaceData;dbSetPixelNative;void;long,int,int,int ;GUI;;
sun.java2d.d3d;D3DSurfaceData;getNativeResourceNative;long;long,int ;GUI;;
sun.java2d.d3d;D3DSurfaceData;initFlipBackbuffer;boolean;long,long,int,int,int ;NATIVE;;
sun.java2d.d3d;D3DSurfaceData;initOps;void;int,int,int ;NATIVE;;
sun.java2d.d3d;D3DSurfaceData;initRTSurface;boolean;long,boolean ;NATIVE;;
sun.java2d.d3d;D3DSurfaceData;initTexture;boolean;long,boolean,boolean ;NATIVE;;
sun.java2d.d3d;D3DSurfaceData;updateWindowAccelImpl;boolean;long,long,int,int ;GUI;;
sun.java2d.d3d;D3DTextRenderer;drawGlyphList;void;int,boolean,boolean,boolean,int,float,float,long[],float[] ;GUI;;
sun.java2d.loops;Blit;Blit;void;sun.java2d.SurfaceData,sun.java2d.SurfaceData,java.awt.Composite,sun.java2d.pipe.Region,int,int,int,int,int,int ;NATIVE;;
sun.java2d.loops;BlitBg;BlitBg;void;sun.java2d.SurfaceData,sun.java2d.SurfaceData,java.awt.Composite,sun.java2d.pipe.Region,int,int,int,int,int,int,int ;NATIVE;;
sun.java2d.loops;DrawGlyphList;DrawGlyphList;void;sun.java2d.SunGraphics2D,sun.java2d.SurfaceData,sun.font.GlyphList ;GUI;;
sun.java2d.loops;DrawGlyphListAA;DrawGlyphListAA;void;sun.java2d.SunGraphics2D,sun.java2d.SurfaceData,sun.font.GlyphList ;GUI;;
sun.java2d.loops;DrawGlyphListLCD;DrawGlyphListLCD;void;sun.java2d.SunGraphics2D,sun.java2d.SurfaceData,sun.font.GlyphList ;GUI;;
sun.java2d.loops;DrawLine;DrawLine;void;sun.java2d.SunGraphics2D,sun.java2d.SurfaceData,int,int,int,int ;GUI;;
sun.java2d.loops;DrawParallelogram;DrawParallelogram;void;sun.java2d.SunGraphics2D,sun.java2d.SurfaceData,double,double,double,double,double,double,double,double ;GUI;;
sun.java2d.loops;DrawPath;DrawPath;void;sun.java2d.SunGraphics2D,sun.java2d.SurfaceData,int,int,java.awt.geom.Path2D$Float ;GUI;;
sun.java2d.loops;DrawPolygons;DrawPolygons;void;sun.java2d.SunGraphics2D,sun.java2d.SurfaceData,int[],int[],int[],int,int,int,boolean ;GUI;;
sun.java2d.loops;DrawRect;DrawRect;void;sun.java2d.SunGraphics2D,sun.java2d.SurfaceData,int,int,int,int ;GUI;;
sun.java2d.loops;FillParallelogram;FillParallelogram;void;sun.java2d.SunGraphics2D,sun.java2d.SurfaceData,double,double,double,double,double,double ;GUI;;
sun.java2d.loops;FillPath;FillPath;void;sun.java2d.SunGraphics2D,sun.java2d.SurfaceData,int,int,java.awt.geom.Path2D$Float ;GUI;;
sun.java2d.loops;FillRect;FillRect;void;sun.java2d.SunGraphics2D,sun.java2d.SurfaceData,int,int,int,int ;GUI;;
sun.java2d.loops;FillSpans;FillSpans;void;sun.java2d.SunGraphics2D,sun.java2d.SurfaceData,int,long,sun.java2d.pipe.SpanIterator ;GUI;;
sun.java2d.loops;GraphicsPrimitiveMgr;initIDs;void;java.lang.Class,java.lang.Class,java.lang.Class,java.lang.Class,java.lang.Class,java.lang.Class,java.lang.Class,java.lang.Class,java.lang.Class,java.lang.Class,java.lang.Class ;NATIVE;;
sun.java2d.loops;GraphicsPrimitiveMgr;registerNativeLoops;void; ;GUI;;
sun.java2d.loops;MaskBlit;MaskBlit;void;sun.java2d.SurfaceData,sun.java2d.SurfaceData,java.awt.Composite,sun.java2d.pipe.Region,int,int,int,int,int,int,byte[],int,int ;GUI;;
sun.java2d.loops;MaskFill;DrawAAPgram;void;sun.java2d.SunGraphics2D,sun.java2d.SurfaceData,java.awt.Composite,double,double,double,double,double,double,double,double ;GUI;;
sun.java2d.loops;MaskFill;FillAAPgram;void;sun.java2d.SunGraphics2D,sun.java2d.SurfaceData,java.awt.Composite,double,double,double,double,double,double ;GUI;;
sun.java2d.loops;MaskFill;MaskFill;void;sun.java2d.SunGraphics2D,sun.java2d.SurfaceData,java.awt.Composite,int,int,int,int,byte[],int,int ;GUI;;
sun.java2d.loops;ScaledBlit;Scale;void;sun.java2d.SurfaceData,sun.java2d.SurfaceData,java.awt.Composite,sun.java2d.pipe.Region,int,int,int,int,double,double,double,double ;GUI;;
sun.java2d.loops;TransformBlit;Transform;void;sun.java2d.SurfaceData,sun.java2d.SurfaceData,java.awt.Composite,sun.java2d.pipe.Region,java.awt.geom.AffineTransform,int,int,int,int,int,int,int ;GUI;;
sun.java2d.loops;TransformHelper;Transform;void;sun.java2d.loops.MaskBlit,sun.java2d.SurfaceData,sun.java2d.SurfaceData,java.awt.Composite,sun.java2d.pipe.Region,java.awt.geom.AffineTransform,int,int,int,int,int,int,int,int,int,int[],int,int ;GUI;;
sun.java2d.opengl;OGLContext;getOGLIdString;java.lang.String; ;SYSTEM;;
sun.java2d.opengl;OGLMaskFill;maskFill;void;int,int,int,int,int,int,int,byte[] ;SYSTEM;;
sun.java2d.opengl;OGLRenderer;drawPoly;void;int[],int[],int,boolean,int,int ;NATIVE;;
sun.java2d.opengl;OGLRenderQueue;flushBuffer;void;long,int ;NATIVE;;
sun.java2d.opengl;OGLSurfaceData;getTextureID;int;long ;GUI;;
sun.java2d.opengl;OGLSurfaceData;getTextureTarget;int;long ;GUI;;
sun.java2d.opengl;OGLSurfaceData;initFBObject;boolean;long,boolean,boolean,boolean,int,int ;NATIVE;;
sun.java2d.opengl;OGLSurfaceData;initFlipBackbuffer;boolean;long ;NATIVE;;
sun.java2d.opengl;OGLSurfaceData;initTexture;boolean;long,boolean,boolean,boolean,int,int ;NATIVE;;
sun.java2d.opengl;WGLGraphicsConfig;getDefaultPixFmt;int;int ;GUI;windows-specific;
sun.java2d.opengl;WGLGraphicsConfig;getOGLCapabilities;int;long ;GUI;windows-specific;
sun.java2d.opengl;WGLGraphicsConfig;getWGLConfigInfo;long;int,int ;GUI;windows-specific;
sun.java2d.opengl;WGLGraphicsConfig;initWGL;boolean; ;NATIVE;windows-specific;
sun.java2d.opengl;WGLSurfaceData;initOps;void;long,sun.awt.windows.WComponentPeer,long ;NATIVE;windows-specific;
sun.java2d.opengl;WGLSurfaceData;initPbuffer;boolean;long,long,boolean,int,int ;NATIVE;windows-specific;
sun.java2d.opengl;WGLSurfaceData;updateWindowAccelImpl;boolean;long,sun.awt.windows.WComponentPeer,int,int ;GUI;windows-specific;
sun.java2d.pipe;BufferedMaskBlit;enqueueTile;int;long,int,sun.java2d.SurfaceData,long,int,byte[],int,int,int,int,int,int,int,int,int ;NATIVE;;
sun.java2d.pipe;BufferedRenderPipe;fillSpans;int;sun.java2d.pipe.RenderQueue,long,int,int,sun.java2d.pipe.SpanIterator,long,int,int ;NATIVE;;
sun.java2d.pipe;Region;initIDs;void; ;NATIVE;;
sun.java2d.pipe;ShapeSpanIterator;addSegment;void;int,float[] ;NATIVE;;
sun.java2d.pipe;ShapeSpanIterator;appendPoly;void;int[],int[],int,int,int ;NATIVE;;
sun.java2d.pipe;ShapeSpanIterator;closePath;void; ;NATIVE;;
sun.java2d.pipe;ShapeSpanIterator;curveTo;void;float,float,float,float,float,float ;NATIVE;;
sun.java2d.pipe;ShapeSpanIterator;dispose;void; ;NATIVE;;
sun.java2d.pipe;ShapeSpanIterator;getNativeConsumer;long; ;NATIVE;;
sun.java2d.pipe;ShapeSpanIterator;getNativeIterator;long; ;NATIVE;;
sun.java2d.pipe;ShapeSpanIterator;getPathBox;void;int[] ;NATIVE;;
sun.java2d.pipe;ShapeSpanIterator;initIDs;void; ;NATIVE;;
sun.java2d.pipe;ShapeSpanIterator;intersectClipBox;void;int,int,int,int ;NATIVE;;
sun.java2d.pipe;ShapeSpanIterator;lineTo;void;float,float ;NATIVE;;
sun.java2d.pipe;ShapeSpanIterator;moveTo;void;float,float ;NATIVE;;
sun.java2d.pipe;ShapeSpanIterator;nextSpan;boolean;int[] ;NATIVE;;
sun.java2d.pipe;ShapeSpanIterator;pathDone;void; ;NATIVE;;
sun.java2d.pipe;ShapeSpanIterator;quadTo;void;float,float,float,float ;NATIVE;;
sun.java2d.pipe;ShapeSpanIterator;setNormalize;void;boolean ;NATIVE;;
sun.java2d.pipe;ShapeSpanIterator;setOutputAreaXYXY;void;int,int,int,int ;NATIVE;;
sun.java2d.pipe;ShapeSpanIterator;setRule;void;int ;NATIVE;;
sun.java2d.pipe;ShapeSpanIterator;skipDownTo;void;int ;NATIVE;;
sun.java2d.pipe;SpanClipRenderer;eraseTile;void;sun.java2d.pipe.RegionIterator,byte[],int,int,int[] ;NATIVE;;
sun.java2d.pipe;SpanClipRenderer;fillTile;void;sun.java2d.pipe.RegionIterator,byte[],int,int,int[] ;NATIVE;;
sun.java2d.pipe;SpanClipRenderer;initIDs;void;java.lang.Class,java.lang.Class ;NATIVE;;
sun.java2d.windows;GDIBlitLoops;nativeBlit;void;sun.java2d.SurfaceData,sun.java2d.SurfaceData,sun.java2d.pipe.Region,int,int,int,int,int,int,int,int,int,boolean ;GUI;windows-specific;
sun.java2d.windows;GDIRenderer;devCopyArea;void;sun.java2d.windows.GDIWindowSurfaceData,int,int,int,int,int,int ;GUI;windows-specific;
sun.java2d.windows;GDIRenderer;doDrawArc;void;sun.java2d.windows.GDIWindowSurfaceData,sun.java2d.pipe.Region,java.awt.Composite,int,int,int,int,int,int,int ;GUI;windows-specific;
sun.java2d.windows;GDIRenderer;doDrawLine;void;sun.java2d.windows.GDIWindowSurfaceData,sun.java2d.pipe.Region,java.awt.Composite,int,int,int,int,int ;GUI;windows-specific;
sun.java2d.windows;GDIRenderer;doDrawOval;void;sun.java2d.windows.GDIWindowSurfaceData,sun.java2d.pipe.Region,java.awt.Composite,int,int,int,int,int ;GUI;windows-specific;
sun.java2d.windows;GDIRenderer;doDrawPoly;void;sun.java2d.windows.GDIWindowSurfaceData,sun.java2d.pipe.Region,java.awt.Composite,int,int,int,int[],int[],int,boolean ;GUI;windows-specific;
sun.java2d.windows;GDIRenderer;doDrawRect;void;sun.java2d.windows.GDIWindowSurfaceData,sun.java2d.pipe.Region,java.awt.Composite,int,int,int,int,int ;GUI;windows-specific;
sun.java2d.windows;GDIRenderer;doDrawRoundRect;void;sun.java2d.windows.GDIWindowSurfaceData,sun.java2d.pipe.Region,java.awt.Composite,int,int,int,int,int,int,int ;GUI;windows-specific;
sun.java2d.windows;GDIRenderer;doFillArc;void;sun.java2d.windows.GDIWindowSurfaceData,sun.java2d.pipe.Region,java.awt.Composite,int,int,int,int,int,int,int ;GUI;windows-specific;
sun.java2d.windows;GDIRenderer;doFillOval;void;sun.java2d.windows.GDIWindowSurfaceData,sun.java2d.pipe.Region,java.awt.Composite,int,int,int,int,int ;GUI;windows-specific;
sun.java2d.windows;GDIRenderer;doFillPoly;void;sun.java2d.windows.GDIWindowSurfaceData,sun.java2d.pipe.Region,java.awt.Composite,int,int,int,int[],int[],int ;GUI;windows-specific;
sun.java2d.windows;GDIRenderer;doFillRect;void;sun.java2d.windows.GDIWindowSurfaceData,sun.java2d.pipe.Region,java.awt.Composite,int,int,int,int,int ;GUI;windows-specific;
sun.java2d.windows;GDIRenderer;doFillRoundRect;void;sun.java2d.windows.GDIWindowSurfaceData,sun.java2d.pipe.Region,java.awt.Composite,int,int,int,int,int,int,int ;GUI;windows-specific;
sun.java2d.windows;GDIRenderer;doShape;void;sun.java2d.windows.GDIWindowSurfaceData,sun.java2d.pipe.Region,java.awt.Composite,int,int,int,java.awt.geom.Path2D$Float,boolean ;GUI;windows-specific;
sun.java2d.windows;GDIWindowSurfaceData;initIDs;void;java.lang.Class ;NATIVE;windows-specific;
sun.java2d.windows;GDIWindowSurfaceData;initOps;void;sun.awt.windows.WComponentPeer,int,int,int,int,int ;NATIVE;windows-specific;
sun.java2d.windows;GDIWindowSurfaceData;invalidateSD;void; ;NATIVE;windows-specific;
sun.java2d.windows;WindowsFlags;initNativeFlags;boolean; ;NATIVE;;
sun.jdbc.odbc;JdbcOdbc;allocConnect;long;long,byte[] ;NET,FS;;
sun.jdbc.odbc;JdbcOdbc;allocEnv;long;byte[] ;NET,FS;;
sun.jdbc.odbc;JdbcOdbc;allocStmt;long;long,byte[] ;NET,FS;;
sun.jdbc.odbc;JdbcOdbc;bindColAtExec;void;long,int,int,byte[],byte[],long[],byte[] ;NET,FS;;
